Folder|Original|Commons
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis_cattedrale|Sergiopolis._cattedrale._-_DecArch_2-259.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martirion_dec._abside._-_DecArch_2-260.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Basilica_centrle._-_DecArch_2-261.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Basilica_centrle._-_DecArch_2-262.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Basilica_centrle._-_DecArch_2-263.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Basilica_centrle._-_DecArch_2-264.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Basilica_centrle._-_DecArch_2-265.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Basilica_centrle._-_DecArch_2-266.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martiryon._-_DecArch_2-267.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martiryon._-_DecArch_2-268.jpg
2_SIRIA - Damasco e Bosra e Apamea e S. Simeone e Sergiopolis e Aleppo|Sergiopolis|Sergiopolis._Martiryon._-_DecArch_2-269.jpg
3_SIRIA - Zenobia e Dura Europos e Mari|Dura Europos|Dura_Europos._-_DecArch_3-1.jpg
3_SIRIA - Zenobia e Dura Europos e Mari|Dura Europos|Dura_Europos._-_DecArch_3-2.jpg
3_SIRIA - Zenobia e Dura Europos e Mari|Dura Europos|Dura_Europos._-_DecArch_3-3.jpg
